dist,2,3,5,6,7,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,39,40,41,42,44,45,46,48,49,50,52,53,54,55,56,57,58,59,60,61,62,63,65,66,67,70,71,72,73,74,75,76,80,26a,26b,38a,38b,47a,47b,8a,8b
31,826,831,826,822,828,1006,882,831,825,825,827,829,824,823,834,12065,877,828,2243,828,830,829,829,830,0,829,827,829,829,829,830,923,829,833,852,827,1002,12579,69,826,834,831,826,829,847,828,822,824,827,825,829,825,826,13544,837,826,830,830,830,830,830,840,863,830,829,829,830,841,841,862,12582
32,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
33,3,18,1,9,7,193,61,18,6,4,10,16,3,10,21,12274,64,15,1942,15,17,16,12,17,827,16,0,16,16,16,17,110,16,20,39,6,189,12768,850,13,13,18,5,38,34,15,9,11,14,12,16,12,13,13722,24,1,17,17,17,9,17,27,42,17,16,16,17,28,28,71,12771
34,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,5,4,18,5,829,4,16,0,18,4,5,98,4,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,4,14,13,13724,26,15,5,5,5,19,5,29,52,5,4,4,5,30,30,73,12773
35,15,20,15,11,17,195,71,20,14,14,16,18,13,12,23,12276,66,17,1944,17,19,18,18,19,829,18,16,18,0,18,19,112,18,22,41,16,191,12770,852,15,23,20,15,40,36,17,11,13,16,14,18,14,15,13724,26,15,19,19,19,19,19,29,52,19,18,18,19,30,30,73,12773
36,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
39,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,0,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,2,2,20,2,30,53,2,1,1,2,31,31,74,12774
40,109,104,109,105,111,275,165,104,108,108,110,112,107,106,117,12370,150,101,2038,97,95,94,112,99,923,94,110,98,112,94,95,0,94,102,135,110,285,12864,946,109,117,104,109,134,128,109,103,105,110,108,94,108,107,13818,120,109,95,95,95,113,95,123,146,95,94,94,95,124,124,167,12867
41,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
42,19,14,19,15,21,185,75,14,18,18,20,22,17,16,27,12280,60,11,1948,7,9,8,22,9,833,8,20,8,22,8,9,102,8,0,45,20,195,12774,856,19,27,14,19,44,38,19,13,15,20,18,8,18,17,13728,30,19,9,9,9,23,9,33,56,9,8,8,9,34,34,77,12777
44,38,43,38,34,40,218,94,43,37,37,39,39,36,35,44,12299,89,40,1967,40,42,41,41,42,852,41,39,41,41,41,42,135,41,45,0,39,214,12793,875,36,46,43,38,63,59,40,34,36,37,35,41,35,38,13747,49,38,42,42,42,42,42,52,75,42,41,41,42,53,53,96,12796
45,5,18,5,9,7,193,61,18,6,4,10,16,3,10,21,12274,64,15,1942,15,17,16,12,17,827,16,6,16,16,16,17,110,16,20,39,0,189,12768,850,13,13,18,5,38,34,15,9,11,14,12,16,12,13,13722,24,5,17,17,17,9,17,27,42,17,16,16,17,28,28,71,12771
46,188,193,188,184,190,368,244,193,187,187,189,191,186,179,196,12448,239,190,2117,190,192,191,191,192,1002,191,189,191,191,191,192,285,191,195,214,189,0,12941,1025,188,196,193,188,213,209,190,184,186,189,187,191,187,188,13894,179,188,192,192,192,192,192,202,225,192,191,191,192,191,191,246,12944
48,12767,12772,12767,12763,12769,12946,12823,12772,12766,12766,12768,12770,12765,12764,12775,12097,12818,12769,12734,12769,12771,12770,12770,12771,12579,12770,12768,12770,12770,12770,12771,12864,12770,12774,12793,12768,12941,0,12602,12767,12775,12772,12767,12768,12788,12769,12763,12765,12768,12766,12770,12766,12767,12664,12776,12767,12771,12771,12771,12771,12771,12781,12804,12771,12770,12770,12771,12782,12782,12801,5
49,849,854,849,845,851,1029,905,854,848,848,850,852,847,846,857,12086,900,851,2264,851,853,852,852,853,69,852,850,852,852,852,853,946,852,856,875,850,1025,12602,0,849,857,854,849,852,870,849,845,847,850,848,852,848,849,13565,860,849,853,853,853,853,853,863,886,853,852,852,853,864,864,885,12605
50,12,17,12,8,14,192,68,17,11,11,13,13,10,9,14,12273,63,14,1941,14,16,15,15,16,826,15,13,15,15,15,16,109,15,19,36,13,188,12767,849,0,20,17,12,37,33,14,8,10,3,1,15,1,12,13721,23,12,16,16,16,16,16,26,49,16,15,15,16,27,27,70,12770
52,12,25,12,16,14,200,68,25,13,11,17,23,10,17,28,12281,71,22,1949,22,24,23,19,24,834,23,13,23,23,23,24,117,23,27,46,13,196,12775,857,20,0,25,12,45,41,22,16,18,21,19,23,19,20,13729,31,12,24,24,24,16,24,34,49,24,23,23,24,35,35,78,12778
53,17,0,17,13,19,187,73,0,16,16,18,20,15,14,25,12278,58,9,1946,9,11,10,20,11,831,10,18,10,20,10,11,104,10,14,43,18,193,12772,854,17,25,0,17,42,36,17,11,13,18,16,10,16,15,13726,28,17,11,11,11,21,11,31,54,11,10,10,11,32,32,75,12775
54,4,17,4,8,6,192,60,17,5,3,9,15,2,9,20,12273,63,14,1941,14,16,15,11,16,826,15,5,15,15,15,16,109,15,19,38,5,188,12767,849,12,12,17,0,37,33,14,8,10,13,11,15,11,12,13721,23,4,16,16,16,8,16,26,41,16,15,15,16,27,27,70,12770
55,37,42,37,33,39,217,93,42,36,36,38,40,35,34,45,12274,88,39,1942,39,41,40,40,41,829,40,38,40,40,40,41,134,40,44,63,38,213,12768,852,37,45,42,37,0,58,39,33,35,38,36,40,36,37,13722,48,37,41,41,41,41,41,51,74,41,40,40,41,52,52,69,12771
56,33,36,33,29,35,211,89,36,32,32,34,36,31,30,41,12294,82,33,1962,33,35,34,36,35,847,34,34,34,36,34,35,128,34,38,59,34,209,12788,870,33,41,36,33,58,0,27,27,23,34,32,34,32,25,13740,44,33,35,35,35,37,35,47,70,35,34,34,35,48,48,91,12791
57,14,17,14,10,16,192,70,17,13,13,15,17,12,11,22,12275,63,14,1943,14,16,15,17,16,828,15,15,15,17,15,16,109,15,19,40,15,190,12769,849,14,22,17,14,39,27,0,8,4,15,13,15,13,6,13723,25,14,16,16,16,18,16,28,51,16,15,15,16,29,29,72,12772
58,8,11,8,4,10,186,64,11,7,7,9,11,6,5,16,12269,57,8,1937,8,10,9,11,10,822,9,9,9,11,9,10,103,9,13,34,9,184,12763,845,8,16,11,8,33,27,8,0,4,9,7,9,7,6,13717,19,8,10,10,10,12,10,22,45,10,9,9,10,23,23,66,12766
59,10,13,10,6,12,188,66,13,9,9,11,13,8,7,18,12271,59,10,1939,10,12,11,13,12,824,11,11,11,13,11,12,105,11,15,36,11,186,12765,847,10,18,13,10,35,23,4,4,0,11,9,11,9,2,13719,21,10,12,12,12,14,12,24,47,12,11,11,12,25,25,68,12768
60,13,18,13,9,15,193,69,18,12,12,14,14,11,10,15,12274,64,15,1942,15,17,16,16,17,827,16,14,16,16,16,17,110,16,20,37,14,189,12768,850,3,21,18,13,38,34,15,9,11,0,2,16,2,13,13722,24,13,17,17,17,17,17,27,50,17,16,16,17,28,28,71,12771
61,11,16,11,7,13,191,67,16,10,10,12,12,9,8,13,12272,62,13,1940,13,15,14,14,15,825,14,12,14,14,14,15,108,14,18,35,12,187,12766,848,1,19,16,11,36,32,13,7,9,2,0,14,0,11,13720,22,11,15,15,15,15,15,25,48,15,14,14,15,26,26,69,12769
62,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
63,11,16,11,7,13,191,67,16,10,10,12,12,9,8,13,12272,62,13,1940,13,15,14,14,15,825,14,12,14,14,14,15,108,14,18,35,12,187,12766,848,1,19,16,11,36,32,13,7,9,2,0,14,0,11,13720,22,11,15,15,15,15,15,25,48,15,14,14,15,26,26,69,12769
65,12,15,12,8,14,190,68,15,11,11,13,15,10,9,20,12273,61,12,1941,12,14,13,15,14,826,13,13,13,15,13,14,107,13,17,38,13,188,12767,849,12,20,15,12,37,25,6,6,2,13,11,13,11,0,13721,23,12,14,14,14,16,14,26,49,14,13,13,14,27,27,70,12770
66,13721,13726,13721,13717,13723,13900,13777,13726,13720,13720,13722,13724,13719,13718,13729,13002,13772,13723,13842,13723,13725,13724,13724,13725,13544,13724,13722,13724,13724,13724,13725,13818,13724,13728,13747,13722,13894,12664,13565,13721,13729,13726,13721,13722,13740,13723,13717,13719,13722,13720,13724,13720,13721,0,13732,13721,13725,13725,13725,13725,13725,13735,13758,13725,13724,13724,13725,13736,13736,13755,12667
67,23,28,23,19,25,203,79,28,22,22,24,26,21,14,31,12284,74,25,1952,25,27,26,26,27,837,26,24,26,26,26,27,120,26,30,49,24,179,12776,860,23,31,28,23,48,44,25,19,21,24,22,26,22,23,13732,0,23,27,27,27,27,27,37,60,27,26,26,27,26,26,81,12779
70,2,17,0,8,6,192,60,17,5,3,9,15,2,9,20,12273,63,14,1941,14,16,15,11,16,826,15,1,15,15,15,16,109,15,19,38,5,188,12767,849,12,12,17,4,37,33,14,8,10,13,11,15,11,12,13721,23,0,16,16,16,8,16,26,41,16,15,15,16,27,27,70,12770
71,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,0,2,2,20,2,30,53,2,1,1,2,31,31,74,12774
72,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,0,2,20,2,30,53,2,1,1,2,31,31,74,12774
73,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,0,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,2,0,20,2,30,53,2,1,1,2,31,31,74,12774
74,8,21,8,12,10,196,64,21,9,7,13,19,6,13,24,12277,67,18,1945,18,20,19,15,20,830,19,9,19,19,19,20,113,19,23,42,9,192,12771,853,16,16,21,8,41,37,18,12,14,17,15,19,15,16,13725,27,8,20,20,20,0,20,30,45,20,19,19,20,31,31,74,12774
75,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,2,2,20,0,30,53,2,1,1,2,31,31,74,12774
76,26,31,26,22,28,206,82,31,25,25,27,29,24,23,34,12287,77,28,1955,28,30,29,29,30,840,29,27,29,29,29,30,123,29,33,52,27,202,12781,863,26,34,31,26,51,47,28,22,24,27,25,29,25,26,13735,37,26,30,30,30,30,30,0,63,30,29,29,30,41,41,84,12784
80,41,54,41,45,43,229,97,54,42,40,46,52,39,46,57,12310,100,51,1978,51,53,52,48,53,863,52,42,52,52,52,53,146,52,56,75,42,225,12804,886,49,49,54,41,74,70,51,45,47,50,48,52,48,49,13758,60,41,53,53,53,45,53,63,0,53,52,52,53,64,64,107,12807
26a,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,2,2,20,2,30,53,0,1,1,2,31,31,74,12774
26b,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
38a,15,10,15,11,17,181,71,10,14,14,16,18,13,12,23,12276,56,7,1944,3,1,0,18,5,829,0,16,4,18,0,1,94,0,8,41,16,191,12770,852,15,23,10,15,40,34,15,9,11,16,14,0,14,13,13724,26,15,1,1,1,19,1,29,52,1,0,0,1,30,30,73,12773
38b,16,11,16,12,18,182,72,11,15,15,17,19,14,13,24,12277,57,8,1945,4,2,1,19,6,830,1,17,5,19,1,2,95,1,9,42,17,192,12771,853,16,24,11,16,41,35,16,10,12,17,15,1,15,14,13725,27,16,2,2,2,20,2,30,53,2,1,1,0,31,31,74,12774
47a,27,32,27,23,29,207,83,32,26,26,28,30,25,18,35,12288,78,29,1956,29,31,30,30,31,841,30,28,30,30,30,31,124,30,34,53,28,191,12782,864,27,35,32,27,52,48,29,23,25,28,26,30,26,27,13736,26,27,31,31,31,31,31,41,64,31,30,30,31,0,0,85,12785
47b,27,32,27,23,29,207,83,32,26,26,28,30,25,18,35,12288,78,29,1956,29,31,30,30,31,841,30,28,30,30,30,31,124,30,34,53,28,191,12782,864,27,35,32,27,52,48,29,23,25,28,26,30,26,27,13736,26,27,31,31,31,31,31,41,64,31,30,30,31,0,0,85,12785
8a,70,75,70,66,72,250,126,75,69,69,71,73,68,67,78,12307,121,72,1975,72,74,73,73,74,862,73,71,73,73,73,74,167,73,77,96,71,246,12801,885,70,78,75,70,69,91,72,66,68,71,69,73,69,70,13755,81,70,74,74,74,74,74,84,107,74,73,73,74,85,85,0,12804
8b,12770,12775,12770,12766,12772,12949,12826,12775,12769,12769,12771,12773,12768,12767,12778,12092,12821,12772,12737,12772,12774,12773,12773,12774,12582,12773,12771,12773,12773,12773,12774,12867,12773,12777,12796,12771,12944,5,12605,12770,12778,12775,12770,12771,12791,12772,12766,12768,12771,12769,12773,12769,12770,12667,12779,12770,12774,12774,12774,12774,12774,12784,12807,12774,12773,12773,12774,12785,12785,12804,0
